SYS_StoreNo,TXN_Date,ECR_No,TXN_No,TXN_Item,TXN_Time,TXN_GUINo,PLU_No,DEP_No,VEN_No,CAT_No,TXN_Qty,PLU_FixPrc,PLU_SalePrc,TXN_DiscS,TXN_DiscM,TXN_DiscT,TXN_SaleAmt,TXN_SaleTax,TXN_SaleNoTax,TXN_Net,TXN_Tax,PLU_TaxType,MMP_No,MAM_No,MAM_Condition,MAM_TotAmt,MAM_CombNo,MAM_CombGrp,MAM_Method,TXN_Ref,TXN_AuthNo,TXN_AuthReason,TXN_GUIPageNo,TXN_Mode,TXN_Status,TXN_VIP,MAM_UnitPrc,MAN_ChangeNo,PLU_Disc,TXN_RebateS,TXN_RebateT,TXN_Ret_Cod,TXN_Except_Sta,PLU_MagNo,PLU_Type,PLU_Set_Code,TXN_ActualPrc,TXN_DiscP,SDEP_No,SCAT_No,TXN_Type,TXN_MINUS_GM_Amt,TXN_Coup_Disc_Amt,TXN_Sales,PLU_Health,PLU_HealthPrc,PLU_HealthBegDate,PLU_HealthEndDate,TXN_HealthAmt,TXN_DiscMebDiv,PLU_Gift,TXN_UseSalePrc,PLU_Source,MAM_UseScore,MAM_DoScore,MAM_MultiScore,TXN_DownMarginAmt,TXN_PayQuartAmt,TXN_PayQuart,CRT_Date,CRT_USR_No,UPD_Date,UPD_USR_No,PLU_Name
82102,1/16/2015 0:00,821022,87,4,1/16/2015 13:36,TN95857647,4716820302274,5,E0018K,50202,2,25,20,0,0,0,40,40,0,38.1,1.9,1,,,0,0,,,1,,,,0,R,N,N,20,,Y,0,0,,N,502028811021,1,,20,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,O ha yo 25K橫線
82102,1/16/2015 0:00,821022,87,5,1/16/2015 13:36,TN95857647,4710211010083,5,E0501G,51117,1,15,11,0,0,0,11,11,0,10.48,0.52,1,,,0,0,,,1,,,,0,R,N,N,11,,Y,0,0,,N,511208800397,1,,11,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,WL-1008華麗標籤
82102,1/16/2015 0:00,821022,87,6,1/16/2015 13:36,TN95857647,4715800881815,5,E0002K,50105,1,29,29,0,0,0,29,29,0,27.62,1.38,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,501058822557,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,特)29元50K膠面便
82102,1/16/2015 0:00,821022,87,7,1/16/2015 13:36,TN95857647,4710367605515,5,E0501G,50105,1,65,48,0,0,0,48,48,0,45.71,2.29,1,,,0,0,,,1,,,,0,R,N,N,48,,Y,0,0,,N,501058809695,1,,48,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,3M狠黏紙磚便條紙
82102,1/16/2015 0:00,821022,87,8,1/16/2015 13:36,TN95857647,4710677033701,5,E0507G,51001,12,10,7,0,0,0,84,84,0,80,4,1,,,0,0,,,1,,,,0,R,N,N,7,,Y,0,0,,N,510018814815,1,,7,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,IP-1002(0.5)自動
82102,1/16/2015 0:00,821022,87,9,1/16/2015 13:36,TN95857647,4713045007694,5,E0502G,51011,6,10,6,0,0,0,36,36,0,34.29,1.71,1,,,0,0,,,1,,,,0,R,N,N,6,,Y,0,0,,N,510118801852,1,,6,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,上昇彩虹筆(單)
82102,1/16/2015 0:00,821022,88,1,1/16/2015 13:36,TN95857648,4717605093110,5,E0525P,50804,1,50,40,0,0,0,40,40,0,38.1,1.9,1,,,0,0,,,1,,,,0,R,N,N,40,,Y,0,0,,N,508048800526,1,,40,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,愛簡單A4 400字稿
82102,1/16/2015 0:00,821022,88,2,1/16/2015 13:36,TN95857648,4710609876925,5,X0005G,51010,1,10,7,0,0,0,7,7,0,6.67,0.33,1,,,0,0,,,1,,,,0,R,N,N,7,,Y,0,0,,N,510108800063,1,,7,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,雄獅FM-35螢光筆-
82102,1/16/2015 0:00,821022,88,3,1/16/2015 13:36,TN95857648,4710609900538,5,X0005G,51112,1,15,8,0,0,0,8,8,0,7.62,0.38,1,,,0,0,,,1,,,,0,R,N,N,8,,Y,0,0,,N,511158800089,1,,8,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,雄獅GS-104口紅膠
82102,1/16/2015 0:00,821022,88,4,1/16/2015 13:36,TN95857648,4714182001538,5,E0502G,51010,1,15,10,0,0,0,10,10,0,9.52,0.48,1,,,0,0,,,1,,,,0,R,N,N,10,,Y,0,0,,N,510108800599,1,,10,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,優點可擦拭螢光筆
82102,1/16/2015 0:00,821022,88,5,1/16/2015 13:36,TN95857648,4902505154669,5,E0502G,51002,1,35,26,0,0,0,26,26,0,24.76,1.24,1,,,0,0,,,1,,,,0,R,N,N,26,,Y,0,0,,N,510028806862,1,,26,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:36,8888,,,百樂10R原子筆-藍
82102,1/16/2015 0:00,821022,89,1,1/16/2015 13:37,TN95857649,4713809250632,5,E0001K,51107,8,40,30,0,0,0,240,240,0,228.57,11.43,1,,,0,0,,,1,,,,0,R,N,N,30,,Y,0,0,,N,511078800428,1,,30,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:37,8888,,,20X2mm超強磁鐵
82102,1/16/2015 0:00,821022,90,1,1/16/2015 13:37,TN95857650,4712765874142,4,E0016K,40701,1,70,56,0,0,0,56,56,0,53.33,2.67,1,,,0,0,,,1,,,,0,R,N,N,56,,Y,0,0,,N,407018808596,1,,56,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:37,8888,,,手繪塗鴉-兔子生
82102,1/16/2015 0:00,821022,91,1,1/16/2015 13:37,TN95857651,4902778805251,5,E0501G,51003,1,45,29,0,0,0,29,29,0,27.62,1.38,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,510038804131,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:37,8888,,,三菱157S溜溜筆
82102,1/16/2015 0:00,821022,91,2,1/16/2015 13:37,TN95857651,4902778805244,5,E0501G,51003,2,45,29,0,0,0,58,58,0,55.24,2.76,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,510038804124,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:37,8888,,,三菱157S溜溜筆
82102,1/16/2015 0:00,821022,92,1,1/16/2015 13:38,TN95857652,4711671971532,5,E0512G,50601,2,60,29,0,0,0,58,58,0,55.24,2.76,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,506018815280,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:38,8888,,,E310L型文件夾*白
82102,1/16/2015 0:00,821022,93,1,1/16/2015 13:39,TN95857653,4713501030242,5,E0503G,51114,1,65,49,0,0,0,49,49,0,46.67,2.33,1,,,0,0,,,1,,,,0,R,N,N,49,,Y,0,0,,N,511178802841,1,,49,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:39,8888,,,霧面透明封箱膠帶
82102,1/16/2015 0:00,821022,94,1,1/16/2015 13:39,TN95857654,4710736890221,5,E0501G,51113,1,70,52,0,0,0,52,52,0,49.52,2.48,1,,,0,0,,,1,,,,0,R,N,N,52,,Y,0,0,,N,511138801297,1,,52,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:39,8888,,,富士雙倍超黏多用
82102,1/16/2015 0:00,821022,95,1,1/16/2015 13:42,TN95857655,4710736220103,5,E0506K,50802,1,85,68,0,0,0,68,68,0,64.76,3.24,1,,,0,0,,,1,,,,0,R,N,N,68,,Y,0,0,,N,508028804346,1,,68,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:42,8888,,,A4電腦標籤紙2X5(
82102,1/16/2015 0:00,821022,95,2,1/16/2015 13:42,TN95857655,4710736220097,5,E0506K,50802,-1,85,68,0,0,0,-68,-68,0,-64.76,-3.24,1,,,0,0,,,1,,,,0,R,N,N,68,,Y,0,0,S,N,508028804339,1,,68,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:42,8888,,,A4電腦標籤紙2X4(
82102,1/16/2015 0:00,821022,95,3,1/16/2015 13:42,TN95857655,4712839863249,5,E0023K,50604,1,150,119,0,0,0,119,119,0,113.33,5.67,1,,,0,0,,,1,,,,0,R,N,N,119,,Y,0,0,,N,506048800539,1,,119,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:42,8888,,,實用型-EZ資料袋1
82102,1/16/2015 0:00,821022,95,4,1/16/2015 13:42,TN95857655,4712839863263,5,E0023K,50604,6,180,149,0,0,0,894,894,0,851.43,42.57,1,,,0,0,,,1,,,,0,R,N,N,149,,Y,0,0,,N,506048800546,1,,149,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:42,8888,,,超厚型-EZ資料袋1
82102,1/16/2015 0:00,821022,96,1,1/16/2015 13:43,TN95857656,4713269875666,4,E0019K,40101,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,401018835590,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,台灣遊藝貼
82102,1/16/2015 0:00,821022,96,2,1/16/2015 13:43,TN95857656,4714551511309,4,E0014K,40101,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,401018836993,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,連續漫畫貼紙-恐
82102,1/16/2015 0:00,821022,96,3,1/16/2015 13:43,TN95857656,4710609876864,5,X0005G,51008,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,510088801876,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,雄獅金屬色奇異筆
82102,1/16/2015 0:00,821022,96,4,1/16/2015 13:43,TN95857656,4710609876833,5,X0005G,51008,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,510088801845,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,雄獅金屬色奇異筆
82102,1/16/2015 0:00,821022,96,5,1/16/2015 13:43,TN95857656,4710609876857,5,X0005G,51008,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,510088801869,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,雄獅金屬色奇異筆
82102,1/16/2015 0:00,821022,96,6,1/16/2015 13:43,TN95857656,4710609876840,5,X0005G,51008,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,510088801852,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,雄獅金屬色奇異筆
82102,1/16/2015 0:00,821022,96,7,1/16/2015 13:43,TN95857656,4710609877007,5,X0005G,51008,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,510088801890,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,雄獅金屬色奇異筆
82102,1/16/2015 0:00,821022,96,8,1/16/2015 13:43,TN95857656,4713501050042,5,E0503G,51114,1,10,7,0,0,0,7,7,0,6.67,0.33,1,,,0,0,,,1,,,,0,R,N,N,7,,Y,0,0,,N,511178800427,1,,7,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,北極熊10元膠帶連
82102,1/16/2015 0:00,821022,97,1,1/16/2015 13:43,TN95857657,4717099011218,5,E0512G,50602,1,50,29,0,0,0,29,29,0,27.62,1.38,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,506028801600,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,資料本-20頁入紙
82102,1/16/2015 0:00,821022,97,2,1/16/2015 13:43,TN95857657,4717099011225,5,E0512G,50602,1,90,49,0,0,0,49,49,0,46.67,2.33,1,,,0,0,,,1,,,,0,R,N,N,49,,Y,0,0,,N,506028801617,1,,49,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,資料本-40頁入紙
82102,1/16/2015 0:00,821022,97,3,1/16/2015 13:43,TN95857657,4717605088741,5,E0525P,50202,1,80,64,0,0,0,64,64,0,60.95,3.05,1,,,0,0,,,1,,,,0,R,N,N,64,,Y,0,0,,N,502028806584,1,,64,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:43,8888,,,NC25K膠圈筆記黑.
82102,1/16/2015 0:00,821022,98,1,1/16/2015 13:47,TN95857658,4715409948032,5,E0025K,50201,4,35,19,0,0,0,76,76,0,72.38,3.62,1,,,0,0,,,1,,,,0,R,N,N,19,,Y,0,0,,N,502018815114,1,,19,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,冰雪奇緣16K固頁
82102,1/16/2015 0:00,821022,98,2,1/16/2015 13:47,TN95857658,4710609904536,5,X0005G,51001,1,60,45,0,0,0,45,45,0,42.86,2.14,1,,,0,0,,,1,,,,0,R,N,N,45,,Y,0,0,,N,510018810947,1,,45,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,奶油獅169好朋友
82102,1/16/2015 0:00,821022,98,3,1/16/2015 13:47,TN95857658,4710609904499,5,X0005G,51001,1,60,45,0,0,0,45,45,0,42.86,2.14,1,,,0,0,,,1,,,,0,R,N,N,45,,Y,0,0,,N,510018810923,1,,45,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,奶油獅167好朋友
82102,1/16/2015 0:00,821022,98,4,1/16/2015 13:47,TN95857658,4710609205596,5,X0005G,51001,1,60,45,0,0,0,45,45,0,42.86,2.14,1,,,0,0,,,1,,,,0,R,N,N,45,,Y,0,0,,N,510018814006,1,,45,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,雄獅1101 HB昆蟲
82102,1/16/2015 0:00,821022,98,5,1/16/2015 13:47,TN95857658,4710609401363,5,X0005G,51012,2,45,33,0,0,0,66,66,0,62.86,3.14,1,,,0,0,,,1,,,,0,R,N,N,33,,Y,0,0,,N,510128800098,1,,33,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,雄獅12色特大粉蠟
82102,1/16/2015 0:00,821022,98,6,1/16/2015 13:47,TN95857658,4711577021652,5,E0502G,51011,3,70,52,0,0,0,156,156,0,148.57,7.43,1,,,0,0,,,1,,,,0,R,N,N,52,,Y,0,0,,N,510118802965,1,,52,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,百點彩色鉛筆12C
82102,1/16/2015 0:00,821022,98,7,1/16/2015 13:47,TN95857658,4713760105026,5,E0004K,50203,4,20,16,0,0,0,64,64,0,60.95,3.05,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,502038820389,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,32K定頁筆記本(方
82102,1/16/2015 0:00,821022,98,8,1/16/2015 13:47,TN95857658,4713760105019,5,E0004K,50203,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,502038820341,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,32K定頁筆記本(空
82102,1/16/2015 0:00,821022,98,9,1/16/2015 13:47,TN95857658,260803040010,4,U0003A,40102,4,50,19,0,0,0,76,76,0,72.38,3.62,1,,,0,0,,,1,,,,0,R,N,N,19,,Y,0,0,,N,401028600027,1,,19,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,可愛卡通裝飾膠帶
82102,1/16/2015 0:00,821022,98,10,1/16/2015 13:47,TN95857658,4713809250816,4,E0001K,40201,1,25,20,0,0,0,20,20,0,19.05,0.95,1,,,0,0,,,1,,,,0,R,N,N,20,,Y,0,0,,N,402018813038,1,,20,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,冰棒工藝（14 cm
82102,1/16/2015 0:00,821022,98,11,1/16/2015 13:47,TN95857658,8809336089893,5,U0001A,50203,2,60,25,0,0,0,50,50,0,47.62,2.38,1,,,0,0,,,1,,,,0,R,N,N,25,,Y,0,0,,N,502038201393,1,,25,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,minidoll64k筆記
82102,1/16/2015 0:00,821022,98,12,1/16/2015 13:47,TN95857658,8809248239249,5,U0001A,50203,2,50,19,0,0,0,38,38,0,36.19,1.81,1,,,0,0,,,1,,,,0,R,N,N,19,,Y,0,0,,N,502038201355,1,,19,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,小熊64K三式筆記
82102,1/16/2015 0:00,821022,98,13,1/16/2015 13:47,TN95857658,4711734179707,5,E0502G,51013,5,65,29,0,0,0,145,145,0,138.1,6.9,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,510138800040,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,SDI CT-206修正帶
82102,1/16/2015 0:00,821022,98,14,1/16/2015 13:47,TN95857658,4711734179301,5,E0502G,51013,5,65,29,0,0,0,145,145,0,138.1,6.9,1,,,0,0,,,1,,,,0,R,N,N,29,,Y,0,0,,N,510138800026,1,,29,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,SDI CT-204修正帶
82102,1/16/2015 0:00,821022,98,15,1/16/2015 13:47,TN95857658,4715800275324,5,E0002K,50701,3,15,12,0,0,0,36,36,0,34.29,1.71,1,,,0,0,,,1,,,,0,R,N,N,12,,Y,0,0,,N,507018808036,1,,12,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,呵比獅折尺
82102,1/16/2015 0:00,821022,98,16,1/16/2015 13:47,TN95857658,4713269888529,5,E0019K,50701,1,12,10,0,0,0,10,10,0,9.52,0.48,1,,,0,0,,,1,,,,0,R,N,N,10,,Y,0,0,,N,507018808487,1,,10,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:47,8888,,,開學洞洞尺
82102,1/16/2015 0:00,821022,99,1,1/16/2015 13:48,TN95857659,4712602624060,5,E0501G,51114,1,65,48,0,0,0,48,48,0,45.71,2.29,1,,,0,0,,,1,,,,0,R,N,N,48,,Y,0,0,,N,511148800655,1,,48,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:48,8888,,,橡皮圈30#1/2磅入
82102,1/16/2015 0:00,821022,100,1,1/16/2015 13:48,TN95857660,8856976000016,5,E0505G,50802,1,150,119,0,0,0,119,119,0,113.33,5.67,1,,,0,0,,,1,,,,0,R,N,N,119,,Y,0,0,,N,508028800027,1,,119,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:48,8888,,,DOUBLE A影印紙A4
82102,1/16/2015 0:00,821022,101,1,1/16/2015 13:48,TN95857661,4977564304645,5,E0504C,51013,1,40,19,0,0,0,19,19,0,18.1,0.9,1,,,0,0,,,1,,,,0,R,N,N,19,,Y,0,0,,N,510138801559,1,,19,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:48,8888,,,WH606R滾輪替換帶
82102,1/16/2015 0:00,821022,102,1,1/16/2015 13:48,TN95857662,4713501040388,5,E0503G,51114,1,120,90,0,0,0,90,90,0,85.71,4.29,1,,,0,0,,,1,,,,0,R,N,N,90,,Y,0,0,,N,511178800779,1,,90,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:48,8888,,,布膠帶 48mm/15Y
82102,1/16/2015 0:00,821022,103,1,1/16/2015 13:49,TN95857663,4711671970801,5,E0512G,50601,1,120,55,0,0,0,55,55,0,52.38,2.62,1,,,0,0,,,1,,,,0,R,N,N,55,,Y,0,0,,N,506018815273,1,,55,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:49,8888,,,Q310文件套(附桿)
82102,1/16/2015 0:00,821022,104,1,1/16/2015 13:49,TN95857664,4719854505345,8,E0001K,81002,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,810028800519,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:49,8888,,,樺木衣夾-大0534
82102,1/16/2015 0:00,821022,104,2,1/16/2015 13:49,TN95857664,4713027124920,5,E0006K,50507,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,505078801127,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:49,8888,,,壓克力展示框8*5.
82102,1/16/2015 0:00,821022,104,3,1/16/2015 13:49,TN95857664,4713027124913,5,E0006K,50507,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,505078801110,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:49,8888,,,壓克力展示框7*4.
82102,1/16/2015 0:00,821022,105,1,1/16/2015 13:52,TN95857665,4713269873792,4,E0019K,40101,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,401018831721,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,新年快樂貼(20元)
82102,1/16/2015 0:00,821022,105,2,1/16/2015 13:52,TN95857665,4713269873778,4,E0019K,40101,1,20,16,0,0,0,16,16,0,15.24,0.76,1,,,0,0,,,1,,,,0,R,N,N,16,,Y,0,0,,N,401018831691,1,,16,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,歡樂新年貼(20元)
82102,1/16/2015 0:00,821022,105,3,1/16/2015 13:52,TN95857665,4977564510350,5,E0504C,51114,1,65,39,0,0,0,39,39,0,37.14,1.86,1,,,0,0,,,1,,,,0,R,N,N,39,,Y,0,0,,N,511178801813,1,,39,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,norino豆豆彩貼6
82102,1/16/2015 0:00,821022,105,4,1/16/2015 13:52,TN95857665,4902778692479,5,E0501G,51010,1,35,26,0,0,0,26,26,0,24.76,1.24,1,,,0,0,,,1,,,,0,R,N,N,26,,Y,0,0,,N,510108800483,1,,26,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,三菱102螢光筆粉
82102,1/16/2015 0:00,821022,105,5,1/16/2015 13:52,TN95857665,4902778692462,5,E0501G,51010,1,35,26,0,0,0,26,26,0,24.76,1.24,1,,,0,0,,,1,,,,0,R,N,N,26,,Y,0,0,,N,510108800476,1,,26,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,三菱102螢光筆黃
82102,1/16/2015 0:00,821022,106,1,1/16/2015 13:52,TN95857666,4715409948049,4,E0025K,40601,1,25,20,0,0,0,20,20,0,19.05,0.95,1,,,0,0,,,1,,,,0,R,N,N,20,,Y,0,0,,N,406018802344,1,,20,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,迪士尼授權紅包袋
82102,1/16/2015 0:00,821022,106,2,1/16/2015 13:52,TN95857666,4715409947165,4,E0025K,40601,1,25,20,0,0,0,20,20,0,19.05,0.95,1,,,0,0,,,1,,,,0,R,N,N,20,,Y,0,0,,N,406018802368,1,,20,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,冰雪奇緣授權紅包
82102,1/16/2015 0:00,821022,106,3,1/16/2015 13:52,TN95857666,4536111902149,5,E0503G,51002,1,10,7,0,0,0,7,7,0,6.67,0.33,1,,,0,0,,,1,,,,0,R,N,N,7,,Y,0,0,,N,510028805674,1,,7,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,OB1008 0.4原子筆
82102,1/16/2015 0:00,821022,107,1,1/16/2015 13:52,TN95857667,4711734172401,5,E0502G,50503,1,150,112,0,0,0,112,112,0,106.67,5.33,1,,,0,0,,,1,,,,0,R,N,N,112,,Y,0,0,,N,505038800399,1,,112,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:52,8888,,,手牌烤漆書架1724
82102,1/16/2015 0:00,821022,108,1,1/16/2015 13:53,TN95857668,4902778154632,5,E0501G,51007,1,40,30,0,0,0,30,30,0,28.57,1.43,1,,,0,0,,,1,,,,0,R,N,N,30,,Y,0,0,,N,510078800650,1,,30,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:53,8888,,,三菱代用針筆黑
82102,1/16/2015 0:00,821022,108,2,1/16/2015 13:53,TN95857668,4710211027418,5,E0501G,51117,1,25,18,0,0,0,18,18,0,17.14,0.86,1,,,0,0,,,1,,,,0,R,N,N,18,,Y,0,0,,N,511208801233,1,,18,0,,,S,0,0,,N,0,,,0,0,0,N,3,0,,0,0,0,0,1/16/2015 13:53,8888,,,WL-2029Y華麗彩色
